odom_fusion_v,odom_fusion_w,odom_fusion_x,odom_fusion_y,odom_fusion_z,odom_fusion_ori_w
0.004000000189989805,-0.22364340951928455,-0.7326896002103815,4.348445204471769,0.736820180609391,0.6760887674312778
0.004000000189989805,-0.22579299660123084,-0.7326963205344174,4.348523233802147,0.7353239129943487,0.6777158275993556
0.0,-0.21617840266356364,-0.7326963205344174,4.348523233802147,0.733841684420296,0.6793205297995806
0.0,-0.2249663680577278,-0.7326963205344174,4.348523233802147,0.7323020505995886,0.6809799605624511
0.0,-0.22950249697556815,-0.7326963205344174,4.348523233802147,0.7307570297831207,0.6826376516297289
0.0,-0.22444818349746495,-0.7326963205344174,4.348523233802147,0.7292084110105975,0.6842916726889197
0.0,-0.22818476489067502,-0.7326963205344174,4.348523233802147,0.727668409911932,0.6859290671900706
0.0,-0.22658079292775155,-0.7326963205344174,4.348523233802147,0.7261036140343126,0.687585297753166
0.004000000189989805,-0.23563430876758046,-0.7327006843754629,4.348603254613813,0.7244785764271496,0.6892973177795564
0.0,-0.23375658049402345,-0.7327006843754629,4.348603254613813,0.7228566717243758,0.6909979972066185
0.0,-0.23936746134094555,-0.7327006843754629,4.348603254613813,0.7212082543209062,0.6927183077553177
0.0,-0.23484616290117266,-0.7327006843754629,4.348603254613813,0.719578452526685,0.6944111538989717
0.0,-0.244964194144818,-0.7327006843754629,4.348603254613813,0.7178797659899415,0.6961671075124325
0.0,-0.2337642204372703,-0.7327006843754629,4.348603254613813,0.7162473829029964,0.6978464634033825
0.0,-0.23403879234097374,-0.7327006843754629,4.348603254613813,0.7146254258792267,0.6995073271145441
-0.004000000189989805,-0.2366915504127937,-0.7326989559861321,4.348522427895702,0.7129502164103158,0.7012146525283709
0.0,-0.231893216645351,-0.7326989559861321,4.348522427895702,0.7113183222434032,0.7028700053643134
0.0,-0.2438975815016789,-0.7326989559861321,4.348522427895702,0.7096022294148385,0.70460249503496
-0.004000000189989805,-0.23990333927739885,-0.7326983838740982,4.348441516254486,0.7078904720267212,0.7063222208127009
-0.004000000189989805,-0.2380462005676683,-0.7326982090896693,4.348362708072565,0.7062321986170316,0.7079802833670961
0.0,-0.24043525576179825,-0.7326982090896693,4.348362708072565,0.7045473267594227,0.709657004725629
0.0,-0.236169470979503,-0.7326982090896693,4.348362708072565,0.7028190803424528,0.7113686388270071
0.004000000189989805,-0.23244031314770486,-0.7326972595528586,4.3484412369358125,0.7011940326892517,0.7129704962486068
0.0,-0.23856689848616708,-0.7326972595528586,4.3484412369358125,0.6994918373141997,0.7146405876598425
0.0,-0.24096432599283116,-0.7326972595528586,4.3484412369358125,0.6977563874418053,0.7163351337077927
0.0,-0.2383164947689438,-0.7326972595528586,4.3484412369358125,0.6960344039539954,0.7180084320621913
-0.004000000189989805,-0.24390109354530654,-0.73269972217557,4.348362020392861,0.6942974558752522,0.7196881566103143
-0.004000000189989805,-0.23883474590823278,-0.732702614841779,4.348281501356152,0.6925643157052662,0.7213561316102445
0.0,-0.24016387965134836,-0.732702614841779,4.348281501356152,0.6908751430081319,0.7229740913570093
0.0,-0.23377347492190043,-0.732702614841779,4.348281501356152,0.6891484787668717,0.7246201585750335
0.0,-0.23403105252918774,-0.732702614841779,4.348281501356152,0.687473610547466,0.7262093601715907
0.0,-0.23961616729300286,-0.732702614841779,4.348281501356152,0.6857308916227539,0.7278551671000646
0.0,-0.24097241534450425,-0.732702614841779,4.348281501356152,0.6839428954538118,0.7295355479743645
-0.004000000189989805,-0.2399069179000526,-0.7327076781783743,4.348203095401585,0.682222093203064,0.7311450030914728
0.004000000189989805,-0.24738006404171628,-0.7327021555803069,4.348282772859742,0.6804142778596415,0.7328276813035535
0.004000000189989805,-0.24096146309470814,-0.7326960032032068,4.348365603180305,0.6785788084203694,0.734527603812676
0.004000000189989805,-0.2377709961632167,-0.7326898853086664,4.348442742319596,0.6768876896305184,0.7360863099030297
0.0,-0.2308406355319659,-0.7326898853086664,4.348442742319596,0.675178334904839,0.7376545370802846
-0.004000000189989805,-0.231378710576281,-0.7326968854119423,4.348363747148026,0.6734846184619688,0.7392012369410216
0.004000000189989805,-0.23296983278716404,-0.7326893723469927,4.348444325188212,0.6717406673404597,0.7407863901564296
0.0,-0.23350289775976393,-0.7326893723469927,4.348444325188212,0.6700046625785068,0.7423568899950086
-0.004000000189989805,-0.2332396775800133,-0.7326974889876168,4.348365312090382,0.6682837574991662,0.7439064588123937
0.004000000189989805,-0.23164928773841753,-0.732689018355847,4.348444176244326,0.6665734384717146,0.7454393678388574
0.004000000189989805,-0.2340407564222442,-0.7326800651476115,4.348524075171672,0.6648182631410098,0.7470051385326416
0.004000000189989805,-0.23218182007880847,-0.7326707589612103,4.3486037361118175,0.6630776594014869,0.7485506112499313
0.0,-0.23084086855855732,-0.7326707589612103,4.3486037361118175,0.6613532883041271,0.7500745483279099
-0.004000000189989805,-0.23137691294257587,-0.7326808597842955,4.348523708781897,0.6596016240295213,0.7516153920574126
0.0,-0.2356319951464229,-0.7326808597842955,4.348523708781897,0.65783400662164,0.7531629436795998
0.0,-0.23138831460079828,-0.7326808597842955,4.348523708781897,0.6560917947727792,0.7546810961140031
-0.004000000189989805,-0.23857532073297077,-0.7326920903176305,4.3484437490074885,0.6542726536834719,0.7562587484730261
0.0,-0.2308502562012397,-0.7326920903176305,4.3484437490074885,0.6525176440597561,0.7577735309383044
0.008999999612569809,-0.23270373306453385,-0.7326649716746901,4.348624414186687,0.6507261141666864,0.759312534034257
0.0,-0.2327105574147108,-0.7326649716746901,4.348624414186687,0.6490200698582417,0.7607712855524997
0.0,-0.23217704303368464,-0.7326649716746901,4.348624414186687,0.6472186497839677,0.7623044138477867
