odom_fusion_v,odom_fusion_w,odom_fusion_x,odom_fusion_y,odom_fusion_z,odom_fusion_ori_w
0.0,0.0,-0.732861774769813,4.348591411157459,0.8544498991517393,0.5195338004784507
0.0,0.0,-0.732861774769813,4.348591411157459,0.8544498991517393,0.5195338004784507
0.0,0.0,-0.732861774769813,4.348591411157459,0.8544498991517393,0.5195338004784507
0.0,0.0,-0.732861774769813,4.348591411157459,0.8544498991517393,0.5195338004784507
0.0,0.0,-0.732861774769813,4.348591411157459,0.8544498991517393,0.5195338004784507
0.0,0.0,-0.732861774769813,4.348591411157459,0.8544498991517393,0.5195338004784507
0.0,0.0,-0.732861774769813,4.348591411157459,0.8544498991517393,0.5195338004784507
0.0,0.0,-0.732861774769813,4.348591411157459,0.8544498991517393,0.5195338004784507
0.0,0.0,-0.732861774769813,4.348591411157459,0.8544498991517393,0.5195338004784507
0.0,0.0,-0.732861774769813,4.348591411157459,0.8544498991517393,0.5195338004784507
0.0,0.0,-0.732861774769813,4.348591411157459,0.8544498991517393,0.5195338004784507
-0.013000000268220901,-0.09442909099734678,-0.7326324186462329,4.348147172754039,0.8532517108404777,0.5214992981278095
-0.013000000268220901,-0.1125525510516988,-0.7323965749001605,4.347685694354532,0.8520781154067482,0.5234146398839875
0.004000000189989805,-0.31128740699798796,-0.7324511277344743,4.3478127908709405,0.8435720984092397,0.5370159353179679
0.008999999612569809,-0.32013302982876884,-0.7326367747436742,4.348212899564802,0.8401400186802651,0.5423695686632167
0.004000000189989805,-0.22605200565757966,-0.7326375727431802,4.34821105864783,0.8255956207014931,0.5642622360910895
0.0,-0.220468039381965,-0.7326665185959059,4.348285309156004,0.8231197514856962,0.5678678320825418
0.0,-0.21378879819246824,-0.732665469287558,4.348284491497561,0.8168770181618841,0.576811873316551
0.0,-0.23271423590590373,-0.73266616707344,4.348285429421831,0.8062623184901347,0.5915581744705355
0.0,-0.2329724793034522,-0.73266616707344,4.348285429421831,0.8034454414521629,0.5953783860787517
-0.004000000189989805,-0.22552426700706907,-0.7326675634957789,4.348288736342029,0.8007025652064359,0.5990621020160041
0.0,-0.2276618698643144,-0.7326689426178364,4.348288245269016,0.7909249921181023,0.6119131121678795
0.0,-0.22204308275804097,-0.7326689426178364,4.348288245269016,0.782517264890364,0.6226288863749448
0.0,-0.2249820474183782,-0.7326861900596257,4.34836616058319,0.7756425583673247,0.6311724183211679
0.004000000189989805,-0.2271024063078594,-0.732699862426039,4.348444590833749,0.7669439896293795,0.6417140459514425
-0.004000000189989805,-0.22497382490865284,-0.7326729995727166,4.34828643922349,0.7610890310911141,0.6486474286951187
0.0,-0.2233647097159619,-0.7326729995727166,4.34828643922349,0.7581559068946295,0.6520733247425337
0.0,-0.22899022130387306,-0.7326830369001027,4.348364853110057,0.7475967652660063,0.6641529014946813
